date,text,tokenized_text,like_count,quote_count,reply_count,retweet_count
2020-08-26,"{Lengthy background on Neuralink by @waitbutwhy https://t.co/z2YfAupDRD, Live webcast of working @Neuralink device
Friday 3pm Pacific https://t.co/PouLbrGzFU}","['lengthy', 'background', 'neuralink', 'waitbutwhy', 'live', 'webcast', 'working', 'neuralink', 'device', 'friday', 'pm', 'pacific']",64035,2125,3146,11284
2020-08-27,"{The Big Bang started very, very smōl https://t.co/XVvcuALZ2o https://t.co/8R92iEXVvN, Should we believe things proportionate to the evidence that they are true? (yes), Olde skoole analog synthesizer from ancient Britain https://t.co/JG0fI3ChxC}","['big', 'bang', 'started', 'smōl', 'believe', 'things', 'proportionate', 'evidence', 'true', 'yes', 'olde', 'skoole', 'analog', 'synthesizer', 'ancient', 'britain']",228239,1385,7431,14174
2020-08-28,"{Ahem … starting soon https://t.co/eCGHH5stOn, “All of physics is either impossible or trivial. It is impossible until you understand it, and then it becomes trivial.” E Rutherford, Neuralink product demo in 3 hours. Webcast at https://t.co/Y9wREd78oj.}","['ahem', 'starting', 'soon', 'physics', 'either', 'impossible', 'trivial', 'impossible', 'understand', 'becomes', 'trivial', 'rutherford', 'neuralink', 'product', 'demo', 'hours', 'webcast']",205413,3712,6852,24217
2020-08-29,"{Conceptual telepathy, RT @waitbutwhy: If you ever fantasize about having been an 1880s engineer working in Edison’s lab, apply to work at @neuralink.}","['conceptual', 'telepathy', 'waitbutwhy', 'ever', 'fantasize', 'engineer', 'working', 'edison', 'lab', 'apply', 'work', 'neuralink']",135476,1582,5483,10840
2020-08-30,{Just learned that my physics prof from Penn is head of Fermilab &amp; still has some of my old homework ☺️},"['learned', 'physics', 'prof', 'penn', 'head', 'fermilab', 'still', 'old', 'homework']",144008,423,2300,4544
2020-08-31,"{RT @SpaceX: Falcon 9 first stage lands at Landing Zone 1 to complete this booster’s fourth flight https://t.co/tUtAcKmIFn, https://t.co/oVaoHsg1of, RT @SpaceX: After launching SAOCOM 1B and two rideshare payloads to orbit, Falcon 9’s first stage returns to Earth and lands at Landing Zon…, RT @SpaceX: Deployment of SAOCOM 1B confirmed https://t.co/gqtxQMpy48, RT @SpaceX: Falcon 9’s first stage has landed at Landing Zone 1 https://t.co/0y5FkVqPk8, RT @SpaceX: Liftoff! https://t.co/AIwrMzB3D1, RT @neuralink: Snout Boops https://t.co/ZJogq2ulvf}","['spacex', 'falcon', 'first', 'stage', 'lands', 'landing', 'zone', 'complete', 'booster', 'fourth', 'flight', 'spacex', 'launching', 'saocom', 'two', 'rideshare', 'payloads', 'orbit', 'falcon', 'first', 'stage', 'returns', 'earth', 'lands', 'landing', 'zon', 'spacex', 'deployment', 'saocom', 'confirmed', 'spacex', 'falcon', 'first', 'stage', 'landed', 'landing', 'zone', 'spacex', 'liftoff', 'neuralink', 'snout', 'boops']",213532,1051,2769,52188
2020-09-03,"{🇩🇪🖤Giga Berlin Mannschaft🖤🇩🇪
Vielen Dank für Ihre hervorragende Arbeit an Giga Berlin!! https://t.co/KVo5mBfnXt, Great trip to Germany. Support from government &amp; people is super appreciated!, RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/DdBxIOdOg1, RT @SpaceX: Liftoff! https://t.co/sTZnAn3VTX}","['giga', 'berlin', 'mannschaft', 'vielen', 'dank', 'für', 'ihre', 'hervorragende', 'arbeit', 'giga', 'berlin', 'great', 'trip', 'germany', 'support', 'government', 'people', 'super', 'appreciated', 'spacex', 'deployment', 'starlink', 'satellites', 'confirmed', 'spacex', 'liftoff']",166789,897,3525,16341
2020-09-04,"{Model 3 rated as most reliable car https://t.co/26DAGJLTDY, Turns out you can make anything fly haha https://t.co/FJdHqRdVDb}","['model', 'rated', 'reliable', 'car', 'turns', 'make', 'anything', 'fly']",209502,1301,5613,16027
2020-09-05,"{RT @SpaceX: The first Raptor Vacuum engine (RVac) for Starship has shipped from SpaceX’s rocket factory in Hawthorne, California to our dev…}","['spacex', 'first', 'raptor', 'vacuum', 'engine', 'rvac', 'starship', 'shipped', 'spacex', 'rocket', 'factory', 'hawthorne', 'california', 'dev']",0,0,0,6844
2020-09-07,"{If you bombard Earth with enough photons, eventually it emits a Tesla (AK)}","['bombard', 'earth', 'enough', 'photons', 'eventually', 'emits', 'tesla', 'ak']",106333,555,2783,5371
2020-09-08,{A la guerre comme à la guerre},"['guerre', 'comme', 'guerre']",144465,3030,5681,21764
2020-09-09,"{Tesla Model S &amp; X have hospital-grade (HEPA) air filters. 3 &amp; Y are really good too. This has a big effect on health. https://t.co/48s5D3IfWs, RT @Teslarati: Tesla Energy ramps hiring at Giga New York for accelerated solar production
https://t.co/Iha2DREwu0, RT @SpaceX: Onboard camera view of Falcon 9’s SAOCOM 1B launch and first stage land landing https://t.co/2IEZYiyYG5}","['tesla', 'model', 'hospital', 'grade', 'hepa', 'air', 'filters', 'really', 'good', 'big', 'effect', 'health', 'teslarati', 'tesla', 'energy', 'ramps', 'hiring', 'giga', 'new', 'york', 'accelerated', 'solar', 'production', 'spacex', 'onboard', 'camera', 'view', 'falcon', 'saocom', 'launch', 'first', 'stage', 'land', 'landing']",25501,280,1319,6163
2020-09-10,{Bitte arbeiten Sie bei Tesla Giga Berlin! Es wird super Spaß machen!! https://t.co/FcNoPr2oII},"['bitte', 'arbeiten', 'sie', 'bei', 'tesla', 'giga', 'berlin', 'es', 'wird', 'super', 'spaß', 'machen']",36169,492,2306,2374
2020-09-11,{Many exciting things will be unveiled on Battery Day 9/22 ⚡️},"['many', 'exciting', 'things', 'unveiled', 'battery', 'day']",159678,2141,5306,13119
2020-09-12,"{One way or another, excitement guaranteed! Support of greater Boca, Padre, Brownsville community is very much appreciated., SN8 Starship with flaps &amp; nosecone should be done in about a week. Then static fire, checkouts, static fire, fly to 60,000 ft &amp; back.}","['one', 'way', 'another', 'excitement', 'guaranteed', 'support', 'greater', 'boca', 'padre', 'brownsville', 'community', 'much', 'appreciated', 'sn8', 'starship', 'flaps', 'nosecone', 'done', 'week', 'static', 'fire', 'checkouts', 'static', 'fire', 'fly', 'back']",75499,638,2098,5242
2020-09-15,"{Story of my life, https://t.co/Vn0Rv0yQ5q, Tunnels under cities with self-driving electric cars will feel like warp drive

First operational tunnel under Vegas almost done

The @BoringCompany, Have you hugged a tunnel today?, Embrace tunnels!}","['story', 'life', 'tunnels', 'cities', 'self', 'driving', 'electric', 'cars', 'feel', 'like', 'warp', 'drive', 'first', 'operational', 'tunnel', 'vegas', 'almost', 'done', 'boringcompany', 'hugged', 'tunnel', 'today', 'embrace', 'tunnels']",556781,4523,15334,32720
2020-09-16,"{Fallout Shelter is on your Tesla. Tap the Entertainment button., 🖤 Fallout Radio  🖤
https://t.co/gNo8XFjx8b, Doubles as an underground nuclear shelter 😀👍 https://t.co/CvI0YRjObE}","['fallout', 'shelter', 'tesla', 'tap', 'entertainment', 'button', 'fallout', 'radio', 'doubles', 'underground', 'nuclear', 'shelter']",143592,1097,3199,7065
2020-09-17,{Speedrunning Factorio in real life …},"['speedrunning', 'factorio', 'real', 'life']",109651,515,1923,6182
2020-09-18,{of course I still love you},"['course', 'still', 'love']",355145,6764,9176,43713
2020-09-19,"{A prior track record of exceptional achievement in engineering *is* required, but *no* prior experience working on the brain or human physiology is required. We will teach you what’s known about the brain, which is not much tbh., If you feel Neuralink might have incorrectly overlooked your resume or declined to  make an offer, please lmk in comment below https://t.co/G81RblBZ0Z}","['prior', 'track', 'record', 'exceptional', 'achievement', 'engineering', 'required', 'prior', 'experience', 'working', 'brain', 'human', 'physiology', 'required', 'teach', 'known', 'brain', 'much', 'tbh', 'feel', 'neuralink', 'might', 'incorrectly', 'overlooked', 'resume', 'declined', 'make', 'offer', 'please', 'lmk', 'comment']",50563,1004,3792,2797
2020-09-21,"{We intend to increase, not reduce battery cell purchases from Panasonic, LG &amp; CATL (possibly other partners too). However, even with our cell suppliers going at maximum speed, we still foresee significant shortages in 2022 &amp; beyond unless we also take action ourselves., Important note about Tesla Battery Day unveil tomorrow. This affects long-term production, especially Semi, Cybertruck &amp; Roadster, but what we announce will not reach serious high-volume production until 2022.}","['intend', 'increase', 'reduce', 'battery', 'cell', 'purchases', 'panasonic', 'lg', 'catl', 'possibly', 'partners', 'however', 'even', 'cell', 'suppliers', 'going', 'maximum', 'speed', 'still', 'foresee', 'significant', 'shortages', 'beyond', 'unless', 'take', 'action', 'important', 'note', 'tesla', 'battery', 'day', 'unveil', 'tomorrow', 'affects', 'long', 'term', 'production', 'especially', 'semi', 'cybertruck', 'roadster', 'announce', 'reach', 'serious', 'high', 'volume', 'production']",105737,1768,4204,7372
2020-09-22,"{RT @CARandDRIVER: We drove a Model S Long Range Plus for 422.7 miles in California and believe we could have made it to 430. @Tesla explain…, The extreme difficulty of scaling production of new technology is not well understood. It’s 1000% to 10,000% harder than making a few prototypes. The machine that makes the machine is vastly harder than the machine itself.}","['caranddriver', 'drove', 'model', 'long', 'range', 'plus', 'miles', 'california', 'believe', 'could', 'made', 'tesla', 'explain', 'extreme', 'difficulty', 'scaling', 'production', 'new', 'technology', 'well', 'understood', 'harder', 'making', 'prototypes', 'machine', 'makes', 'machine', 'vastly', 'harder', 'machine']",34061,473,1205,3157
2020-09-23,"{Cybertruck, ATV, Roadster &amp; Semi
C A R S https://t.co/4Aq1A5cYkH}","['cybertruck', 'atv', 'roadster', 'semi']",347370,5066,7476,33398
2020-09-24,{Only thing beyond ludicrous is plaid https://t.co/rHuWk20EGG},"['thing', 'beyond', 'ludicrous', 'plaid']",50808,456,2733,3237
2020-09-25,"{What can’t we predict?, RT @SpaceX: Completed a full duration test fire of the Raptor Vacuum engine at SpaceX’s rocket development facility in McGregor, Texas http…, RT @SpaceX: RVac and sea level Raptor with a human for scale https://t.co/xqiPQUY4Pl}","['predict', 'spacex', 'completed', 'full', 'duration', 'test', 'fire', 'raptor', 'vacuum', 'engine', 'spacex', 'rocket', 'development', 'facility', 'mcgregor', 'texas', 'spacex', 'rvac', 'sea', 'level', 'raptor', 'human', 'scale']",187700,7088,40930,21654
2020-09-26,"{https://t.co/r1Sox7vta8, Thanks Tesla Team for great work on deliveries! For new owners, we super appreciate accommodating us on delivery timing! Definitely one of our toughest quarters in global logistics., First flight is to 15km or ~50,000 ft, Nosecone &amp; front flaps next week. SN9 next month., Starship SN8 with rear body flaps https://t.co/GdxMbzX0ct, RT @SpaceX: Falcon 9 will launch @NASA’s super cool Interstellar Mapping and Acceleration Probe (IMAP), which will help researchers better…, Centaur with a bow obviously https://t.co/cfKfkFFXp0}","['r1sox7vta8', 'thanks', 'tesla', 'team', 'great', 'work', 'deliveries', 'new', 'owners', 'super', 'appreciate', 'accommodating', 'delivery', 'timing', 'definitely', 'one', 'toughest', 'quarters', 'global', 'logistics', 'first', 'flight', 'nosecone', 'front', 'flaps', 'next', 'week', 'sn9', 'next', 'month', 'starship', 'sn8', 'rear', 'body', 'flaps', 'spacex', 'falcon', 'launch', 'nasa', 'super', 'cool', 'interstellar', 'mapping', 'acceleration', 'probe', 'imap', 'help', 'researchers', 'better', 'centaur', 'bow', 'obviously']",1025249,7576,12242,142439
2020-09-29,"{RT @SpaceX: Once this Dragon docks to the @space_station, there will be two Dragons docked simultaneously. Between crew and cargo missions,…, RT @SpaceX: SpaceX training of astronauts that will fly on board Dragon’s first operational mission is complete! When the crew arrives for…, RT @SpaceX: After launch of Crew Dragon’s first operational mission with astronauts on board, SpaceX will launch its 21st cargo resupply mi…, RT @KathyLueders: NEWS: We’re now targeting 2:40am ET Saturday, Oct. 31, for the launch of the @NASA and @SpaceX Crew-1 mission to send ast…}","['spacex', 'dragon', 'docks', 'space_station', 'two', 'dragons', 'docked', 'simultaneously', 'crew', 'cargo', 'missions', 'spacex', 'spacex', 'training', 'astronauts', 'fly', 'board', 'dragon', 'first', 'operational', 'mission', 'complete', 'crew', 'arrives', 'spacex', 'launch', 'crew', 'dragon', 'first', 'operational', 'mission', 'astronauts', 'board', 'spacex', 'launch', 'cargo', 'resupply', 'mi', 'kathylueders', 'news', 'targeting', 'saturday', 'oct', 'launch', 'nasa', 'spacex', 'crew', 'mission', 'send', 'ast']",0,0,0,8986
2020-10-04,"{New SpaceX droneship will be called “A Shortfall of Gravitas”, Nothing can escape gravity, not even black holes (and they really tried!), Call of Booty, great game, https://t.co/HyfszSrm6m}","['new', 'spacex', 'droneship', 'called', 'shortfall', 'gravitas', 'nothing', 'escape', 'gravity', 'even', 'black', 'holes', 'really', 'tried', 'call', 'booty', 'great', 'game']",922968,7808,16619,83307
2020-10-05,"{Turn volume to 11 &amp; play Powerglide in your Tesla 

https://t.co/l07Yc02P7g, Music volume on a Tesla goes to 11, because it’s louder than 10

https://t.co/ab5hAMo3EN, Rewatched Young Frankenstein this weekend. Still awesome. Ovaltine? https://t.co/WiMdyFSuiq, Hollywood should just start with the sequel &amp; skip the original, because financials}","['turn', 'volume', 'play', 'powerglide', 'tesla', 'music', 'volume', 'tesla', 'goes', 'louder', 'rewatched', 'young', 'frankenstein', 'weekend', 'still', 'awesome', 'ovaltine', 'hollywood', 'start', 'sequel', 'skip', 'original', 'financials']",105367,709,3890,5446
2020-10-06,"{RT @SpaceX: Falcon 9 launches 60 Starlink satellites to orbit, completing SpaceX's 43rd flight of a previously flown rocket booster https:/…, RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/x83OvjB4Pa, 4th flight &amp; landing for this booster https://t.co/UOtvMkgXqH, 5 minutes from launch. Looks good so far. https://t.co/on2f1pY5jt}","['spacex', 'falcon', 'launches', 'starlink', 'satellites', 'orbit', 'completing', 'spacex43rd', 'flight', 'previously', 'flown', 'rocket', 'booster', 'spacex', 'deployment', 'starlink', 'satellites', 'confirmed', 'flight', 'landing', 'booster', 'minutes', 'launch', 'looks', 'good', 'far']",74986,327,1804,19340
2020-10-08,"{RT @SpaceX: Starman, last seen leaving Earth, made its first close approach with Mars today—within 0.05 astronomical units, or under 5 mill…}","['spacex', 'starman', 'last', 'seen', 'leaving', 'earth', 'made', 'first', 'close', 'approach', 'mars', 'today', 'within', 'astronomical', 'units', 'mill']",0,0,0,10480
2020-10-09,"{RT @MotorTrend: We put the 2020 @Tesla Model Y Long Range electric SUV on our test track to find out what it can do—and it turns out, well,…}","['motortrend', 'put', 'tesla', 'model', 'long', 'range', 'electric', 'suv', 'test', 'track', 'find', 'turns', 'well']",0,0,0,954
2020-10-11,{RT @CRAdvocacy: “The future of cars can and will be electric if the entire industry starts making and marketing compelling EVs for everyone…},"['cradvocacy', 'future', 'cars', 'electric', 'entire', 'industry', 'starts', 'making', 'marketing', 'compelling', 'evs', 'everyone']",0,0,0,780
2020-10-13,"{🤘 The Illuminaughty 🤘, RT @SpaceX: This will be the first flight of the upgraded cargo version of Dragon, which is able to carry 50% more science payloads than th…, RT @SpaceX: The Dragon spacecraft supporting SpaceX’s 21st cargo resupply mission to the @space_station departed our Hawthorne factory last…}","['illuminaughty', 'spacex', 'first', 'flight', 'upgraded', 'cargo', 'version', 'dragon', 'able', 'carry', 'science', 'payloads', 'spacex', 'dragon', 'spacecraft', 'supporting', 'spacex', 'cargo', 'resupply', 'mission', 'space_station', 'departed', 'hawthorne', 'factory', 'last']",261329,3039,6488,27071
2020-10-14,"{The gauntlet has been thrown down! 

The prophecy will be fulfilled. 

Model S price changes to $69,420 tonight!, 9 meter or roughly 30 ft diameter, Will be less roomy with 3 vacuum rocket engines added https://t.co/pKtDFdiZYC, “What is love? Baby don’t hurt me.”— Winston Churchill}","['gauntlet', 'thrown', 'prophecy', 'fulfilled', 'model', 'price', 'changes', 'tonight', 'meter', 'roughly', 'diameter', 'less', 'roomy', 'vacuum', 'rocket', 'engines', 'added', 'love', 'baby', 'hurt', 'winston', 'churchill']",647416,10152,18835,59931
2020-10-16,"{møtør trèndé https://t.co/V0yo4JKbS2, RT @Tesmanian_com: Tesla Model 3 SR+ Has Lowest Energy Consumption of All BEVs, Says Report

https://t.co/7C0V16WT6Y}","['møtør', 'trèndé', 'tesmanian_com', 'tesla', 'model', 'sr', 'lowest', 'energy', 'consumption', 'bevs', 'says', 'report']",17533,58,605,1146
2020-10-17,"{RT @Tesla: There's no place like home..especially if it has a Solar Roof.

This Kansas ranch got theirs installed in 4 days.}","['tesla', 'thereno', 'place', 'like', 'home', 'especially', 'solar', 'roof', 'kansas', 'ranch', 'got', 'installed', 'days']",0,0,0,2240
2020-10-20,"{FSD beta rollout happening tonight. Will be extremely slow &amp; cautious, as it should., Data from 3 engine Starship static fire this morning looks good. Proceeding with nosecone mate.}","['fsd', 'beta', 'rollout', 'happening', 'tonight', 'extremely', 'slow', 'cautious', 'data', 'engine', 'starship', 'static', 'fire', 'morning', 'looks', 'good', 'proceeding', 'nosecone', 'mate']",103023,1093,3607,5487
2020-10-21,"{Starship nosecone, high bay &amp; tiki bar https://t.co/9qXYxMMIUj}","['starship', 'nosecone', 'high', 'bay', 'tiki', 'bar']",102543,635,2307,4645
2020-10-22,"{Price change is pushed to Thursday next week. Applies only to US for now. One week clock will start in other countries as beta is released. FSD monthly rental will also be available sometime next year., Now that Tesla FSD beta is out in limited release, FSD price (new or upgrade) will go up by ~$2k on Monday}","['price', 'change', 'pushed', 'thursday', 'next', 'week', 'applies', 'one', 'week', 'clock', 'start', 'countries', 'beta', 'released', 'fsd', 'monthly', 'rental', 'available', 'sometime', 'next', 'year', 'tesla', 'fsd', 'beta', 'limited', 'release', 'fsd', 'price', 'new', 'upgrade', 'go', 'monday']",72651,1023,4073,2966
2020-10-24,{Congratulations SpaceX Team! https://t.co/nO1Z98a94f},"['congratulations', 'spacex', 'team']",179901,1593,2658,10945
2020-10-28,"{Come here … no, come, here 👇, Wow, this mayo sure is salty!, Jack in the Box should do double duty as a sperm donor clinic — name is 👌}","['come', 'come', 'mayo', 'sure', 'salty', 'jack', 'box', 'double', 'duty', 'sperm', 'donor', 'clinic', 'name']",297390,6419,8377,17574
2020-10-29,"{Truth be told, I’ve eaten at JitB many times over the years, even the teriyaki bowl, Might buy a Jack in the Box footstool, Tesla should make 🔥 catgirl robots?}","['truth', 'told', 'eaten', 'jitb', 'many', 'times', 'years', 'even', 'teriyaki', 'bowl', 'might', 'buy', 'jack', 'box', 'footstool', 'tesla', 'make', 'catgirl', 'robots']",221093,9401,13311,17259
2020-11-01,{Penguin Random House 😴 should change the name to Random Penguin🔥},"['penguin', 'random', 'house', 'change', 'name', 'random', 'penguin']",54145,619,1800,1426
2020-11-02,"{Several thousand more Starlink beta participation invitations going out this week, Very close to actual expected flight! https://t.co/ruEdIPhTil}","['several', 'thousand', 'starlink', 'beta', 'participation', 'invitations', 'going', 'week', 'close', 'actual', 'expected', 'flight']",143563,1450,8952,5981
2020-11-05,{Recruiting ace engineers for Giga Berlin! Will interview in person tomorrow on site. Send resume to 25Guns@Tesla.com.},"['recruiting', 'ace', 'engineers', 'giga', 'berlin', 'interview', 'person', 'tomorrow', 'site', 'send', 'resume', 'guns', 'tesla']",104694,1776,3489,5993
2020-11-06,"{When sending your resume, please describe a few of the hardest problems you solved &amp; exactly how you solved them, A New Banner is needed
Neither hard left nor right, 420 is ten times better than 42, 🤗, RT @SpaceX: Deployment of GPS III-4 confirmed https://t.co/fCFJRcWMti, RT @SpaceX: Falcon 9’s first stage lands on the Of Course I Still Love You droneship https://t.co/hd0IBPX3T5, RT @SpaceX: Liftoff! https://t.co/LI4O0TNmL8}","['sending', 'resume', 'please', 'describe', 'hardest', 'problems', 'solved', 'exactly', 'solved', 'new', 'banner', 'needed', 'neither', 'hard', 'left', 'right', 'ten', 'times', 'better', 'spacex', 'deployment', 'gps', 'confirmed', 'spacex', 'falcon', 'first', 'stage', 'lands', 'course', 'still', 'love', 'droneship', 'spacex', 'liftoff']",557742,9927,18933,46904
2020-11-07,"{RT @archillect: https://t.co/5U3fNqFhr1, The Phantom of the Opera 
Is here … inside your mind}","['archillect', 'phantom', 'opera', 'inside', 'mind']",113465,1152,3436,10903
2020-11-08,{RT @Tesla: 20k Superchargers and counting https://t.co/urudyt9Eui},"['tesla', 'superchargers', 'counting']",0,0,0,3837
2020-11-09,"{RT @SpaceX: Crew Dragon and Falcon 9 in the hangar at Launch Complex 39A ahead of launching four astronauts to the @space_station; liftoff…, RT @boringcompany: Rumor has it that ""Austin Chalk"" is geologically one of best soils for tunneling. Want to find out? Austin jobs now avai…, https://t.co/d0i2w8wNKG, Yes, you can have my damn cookie! should be a browser setting}","['spacex', 'crew', 'dragon', 'falcon', 'hangar', 'launch', 'complex', 'ahead', 'launching', 'four', 'astronauts', 'space_station', 'liftoff', 'boringcompany', 'rumor', 'austin', 'chalk', 'geologically', 'one', 'best', 'soils', 'tunneling', 'want', 'find', 'austin', 'jobs', 'avai', 'yes', 'damn', 'cookie', 'browser', 'setting']",419009,6969,10012,26591
2020-11-10,"{Such a privilege to work with people I like &amp; respect so much. I feel blessed., RT @Commercial_Crew: The Flight Readiness Review for the Crew-1 mission to the @Space_Station has concluded, and @NASA and @SpaceX are GO t…, RT @SpaceX: Falcon 9 and Crew Dragon vertical on Launch Complex 39A https://t.co/hBVUHWv3Ab}","['privilege', 'work', 'people', 'like', 'respect', 'much', 'feel', 'blessed', 'commercial_crew', 'flight', 'readiness', 'review', 'crew', 'mission', 'space_station', 'concluded', 'nasa', 'spacex', 'go', 'spacex', 'falcon', 'crew', 'dragon', 'vertical', 'launch', 'complex']",199560,1775,3495,14074
2020-11-11,{RT @SpaceX: Crew access arm swings into place https://t.co/XAImd6nLJV},"['spacex', 'crew', 'access', 'arm', 'swings', 'place']",0,0,0,3002
2020-11-12,"{RT @Teslarati: Tesla tops list of 2020’s Most Attractive Employers for US engineering students
https://t.co/KKNYQlet0o, 4 Astronauts fly to @Space_Station on Sat night from Cape. First operational flight of Crew Dragon. https://t.co/uZCGiKciKb, RT @SpaceX: Thank you to all those who have served and sacrificed #VeteransDay https://t.co/U8kN4FZpJ9}","['teslarati', 'tesla', 'tops', 'list', 'attractive', 'employers', 'engineering', 'students', 'astronauts', 'fly', 'space_station', 'sat', 'night', 'cape', 'first', 'operational', 'flight', 'crew', 'dragon', 'spacex', 'thank', 'served', 'sacrificed', 'veteransday']",97092,1291,1449,11631
2020-11-13,"{Case closed https://t.co/pUYiJcAdD6, Soon https://t.co/mWOpR7W8kk, Lab I just spoke to said cov2 PCR detection (N1 &amp; N3 genes) below 30 cycles is reliable &amp; above 40 cycles is not, Would be great to hear from people who know a lot about the PCR testing industry. What’s the approximate false positive rate, all things considered, for cov2 PCR tests?, What is the general population (no knowledge of symptoms) accuracy of a sars-cov2 PCR test &amp; is it possible to generate a false positive if you simply run enough cycles?, The carousel turns ever faster, Something extremely bogus is going on. Was tested for covid four times today. Two tests came back negative, two came back positive. Same machine, same test, same nurse. Rapid antigen test from BD.}","['case', 'closed', 'soon', 'lab', 'spoke', 'said', 'cov2', 'detection', 'n1', 'n3', 'genes', 'cycles', 'reliable', 'cycles', 'would', 'great', 'hear', 'people', 'know', 'lot', 'testing', 'industry', 'approximate', 'false', 'positive', 'rate', 'things', 'considered', 'cov2', 'tests', 'general', 'population', 'knowledge', 'symptoms', 'accuracy', 'sars', 'cov2', 'test', 'possible', 'generate', 'false', 'positive', 'simply', 'run', 'enough', 'cycles', 'carousel', 'turns', 'ever', 'faster', 'something', 'extremely', 'bogus', 'going', 'tested', 'covid', 'four', 'times', 'today', 'two', 'tests', 'came', 'back', 'negative', 'two', 'came', 'back', 'positive', 'machine', 'test', 'nurse', 'rapid', 'antigen', 'test', 'bd']",1127479,54189,61926,155816
2020-11-14,"{Unless you’re on DMT, Laws of thermodynamics:
1. You can’t win
2. You can’t break even
3. You can’t stop playing, Shakes fist at entropy}","['unless', 'dmt', 'laws', 'thermodynamics', 'win', 'break', 'even', 'stop', 'playing', 'shakes', 'fist', 'entropy']",260339,2797,6422,15041
2020-11-15,"{Dragon can also hover &amp; land propulsively, but we use the parachutes for maximum safety https://t.co/Mr7VFIQwWf, Thrusters are integrated with spacecraft, enabling abort capability all the way to abort for increased safety https://t.co/KrOHKOr6AE, RT @NASA: What song would you play on your ride out to the launch pad? #LaunchAmerica https://t.co/vzhxUn6Yie, RT @SpaceX: Dragon has completed 22 flights to and from the @space_station. It was designed from the beginning with human spaceflight in mi…, RT @SpaceX: Dragon is the only spacecraft currently flying capable of returning significant amounts of cargo to Earth and is the first priv…, RT @SpaceX: SpaceX’s custom-tailored suits route the communications and cooling systems and protect the crew in the event of cabin depressu…, RT @NASA: LIVE NOW: We are ready to #LaunchAmerica. Are you? 🚀

Watch coverage of the NASA @SpaceX Crew-1 mission. Liftoff is at 7:27pm ET:…, RT @SpaceX: Watch Falcon 9 launch Crew Dragon on its first operational mission to the @space_station with astronauts on board → https://t.c…, RT @SpaceX: All systems are go for tonight’s launch at 7:27 p.m. EST of Crew Dragon’s first operational mission with four astronauts on boa…, Astronaut launch today! https://t.co/3FAzZGss8c, RT @NASA: 🌸 @Astro_Soichi has a message for boys and girls in Japan: ""Space is waiting!"" 

In this @Tumblr Spotlight, @JAXA_en astronaut So…, RT @NASA: This week...

🚀 NASA's @SpaceX Crew-1 astronauts arrive at @NASAKennedy ahead of launch
🔴 Our @NASAPersevere rover marks 100 days…, RT @Astro_Soichi: #SpaceX #NASA #Crew1 just finished final dress rehearsal, getting ready for Saturday launch! Behind me is ""real"" #Dragon…, RT @michaelmina_lab: @elonmusk Great question! It’s more complex question and depends on why the test is being used - ie: do you want to kn…, Worth reading this thread if you’re curious about rona testing https://t.co/FA6kD61eBA}","['dragon', 'hover', 'land', 'propulsively', 'use', 'parachutes', 'maximum', 'safety', 'thrusters', 'integrated', 'spacecraft', 'enabling', 'abort', 'capability', 'way', 'abort', 'increased', 'safety', 'nasa', 'song', 'would', 'play', 'ride', 'launch', 'pad', 'launchamerica', 'spacex', 'dragon', 'completed', 'flights', 'space_station', 'designed', 'beginning', 'human', 'spaceflight', 'mi', 'spacex', 'dragon', 'spacecraft', 'currently', 'flying', 'capable', 'returning', 'significant', 'amounts', 'cargo', 'earth', 'first', 'priv', 'spacex', 'spacex', 'custom', 'tailored', 'suits', 'route', 'communications', 'cooling', 'systems', 'protect', 'crew', 'event', 'cabin', 'depressu', 'nasa', 'live', 'ready', 'launchamerica', 'watch', 'coverage', 'nasa', 'spacex', 'crew', 'mission', 'liftoff', 'pm', 'spacex', 'watch', 'falcon', 'launch', 'crew', 'dragon', 'first', 'operational', 'mission', 'space_station', 'astronauts', 'board', 'spacex', 'systems', 'go', 'tonight', 'launch', 'crew', 'dragon', 'first', 'operational', 'mission', 'four', 'astronauts', 'boa', 'astronaut', 'launch', 'today', 'nasa', 'astro_soichi', 'message', 'boys', 'girls', 'japan', 'space', 'waiting', 'tumblr', 'spotlight', 'jaxa_en', 'astronaut', 'nasa', 'week', 'nasa', 'spacex', 'crew', 'astronauts', 'arrive', 'nasakennedy', 'ahead', 'launch', 'nasapersevere', 'rover', 'marks', 'days', 'astro_soichi', 'spacex', 'nasa', 'crew1', 'finished', 'final', 'dress', 'rehearsal', 'getting', 'ready', 'saturday', 'launch', 'behind', 'real', 'dragon', 'michaelmina_lab', 'elonmusk', 'great', 'question', 'complex', 'question', 'depends', 'test', 'used', 'ie', 'want', 'kn', 'worth', 'reading', 'thread', 'curious', 'rona', 'testing']",132836,1129,3281,42939
